No.,Time,Source,Destination,Protocol,Length,Info
1,0,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
2,0.069851,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
3,1.555585,142.251.43.100,192.168.1.10,UDP,117,443  >  64374 Len=75
4,1.684106,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
5,1.739114,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
6,4.945052,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
7,5.014756,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
8,5.040233,192.168.1.10,35.190.80.1,TCP,55,63726  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1
9,5.045661,35.190.80.1,192.168.1.10,TCP,66,443  >  63726 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2
10,5.548841,192.168.1.10,57.144.211.32,TLSv1.2,123,Application Data
11,5.570608,57.144.211.32,192.168.1.10,TCP,54,443  >  57397 [ACK] Seq=1 Ack=70 Win=822 Len=0
12,5.863937,57.144.211.32,192.168.1.10,TLSv1.2,125,Application Data
13,5.911266,192.168.1.10,57.144.211.32,TCP,54,57397  >  443 [ACK] Seq=70 Ack=72 Win=253 Len=0
14,7.608834,142.250.4.188,192.168.1.10,TCP,54,5228  >  60194 [ACK] Seq=1 Ack=1 Win=1046 Len=0
15,7.608834,142.250.4.188,192.168.1.10,TCP,54,[TCP Previous segment not captured] 5228  >  60194 [ACK] Seq=662 Ack=1 Win=1046 Len=0
16,7.608871,192.168.1.10,142.250.4.188,TCP,54,[TCP ACKed unseen segment] 60194  >  5228 [ACK] Seq=1 Ack=662 Win=250 Len=0
17,7.942057,192.168.1.10,148.113.8.158,TCP,55,56232  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1
18,7.970253,148.113.8.158,192.168.1.10,TCP,66,443  >  56232 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2
19,9.530882,192.168.1.10,104.18.37.228,TCP,55,63094  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1
20,9.556026,104.18.37.228,192.168.1.10,TCP,66,443  >  63094 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2
21,9.915268,192.168.1.10,172.64.146.98,TCP,55,65115  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1
22,9.939051,172.64.146.98,192.168.1.10,TCP,66,443  >  65115 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2
23,10.250644,192.168.1.10,172.64.146.98,TCP,55,59865  >  443 [ACK] Seq=1 Ack=1 Win=2047 Len=1
24,10.274415,172.64.146.98,192.168.1.10,TCP,66,443  >  59865 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2
25,10.558122,192.168.1.10,175.41.145.126,TLSv1.2,133,Application Data
26,10.611065,175.41.145.126,192.168.1.10,TCP,54,443  >  51357 [ACK] Seq=1 Ack=80 Win=218 Len=0
27,10.634966,192.168.1.10,104.18.27.48,TCP,55,50688  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1
28,10.639681,104.18.27.48,192.168.1.10,TCP,66,443  >  50688 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2
29,10.663128,192.168.1.10,192.168.1.1,TCP,66,53164  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
30,10.663577,192.168.1.10,192.168.1.1,TCP,66,55783  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
31,10.663827,192.168.1.10,3.233.158.26,TCP,54,"63888  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
32,10.663908,192.168.1.10,3.233.158.26,TCP,54,"63888  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
33,10.664153,192.168.1.10,34.200.60.52,TCP,54,"60445  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
34,10.664201,192.168.1.10,34.200.60.52,TCP,54,"60445  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
35,10.667012,192.168.1.1,192.168.1.10,TCP,66,"53  >  53164 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
36,10.667012,192.168.1.1,192.168.1.10,TCP,66,"53  >  55783 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
37,10.66719,192.168.1.10,192.168.1.1,TCP,54,53164  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
38,10.667226,192.168.1.10,192.168.1.1,TCP,54,55783  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
39,10.669797,192.168.1.10,192.168.1.1,TCP,56,"55783  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 40]"
40,10.669928,192.168.1.10,192.168.1.1,DNS,100,Standard query 0xf571 HTTPS browser-intake-datadoghq.com
41,10.670128,192.168.1.10,192.168.1.1,TCP,56,"53164  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 42]"
42,10.670202,192.168.1.10,192.168.1.1,DNS,100,Standard query 0x7ebf A browser-intake-datadoghq.com
43,10.672114,192.168.1.1,192.168.1.10,TCP,54,53  >  55783 [ACK] Seq=1 Ack=3 Win=29216 Len=0
44,10.672114,192.168.1.1,192.168.1.10,TCP,54,53  >  55783 [ACK] Seq=1 Ack=49 Win=29216 Len=0
45,10.672114,192.168.1.1,192.168.1.10,TCP,54,53  >  53164 [ACK] Seq=1 Ack=3 Win=29216 Len=0
46,10.672114,192.168.1.1,192.168.1.10,TCP,54,53  >  53164 [ACK] Seq=1 Ack=49 Win=29216 Len=0
47,10.691499,192.168.1.1,192.168.1.10,TCP,55,"53  >  53164 [PSH, ACK] Seq=1 Ack=49 Win=29216 Len=1 [TCP PDU reassembled in 49]"
48,10.746227,192.168.1.10,192.168.1.1,TCP,54,53164  >  53 [ACK] Seq=49 Ack=2 Win=65280 Len=0
49,10.748445,192.168.1.1,192.168.1.10,DNS,286,Standard query response 0x7ebf A browser-intake-datadoghq.com A 3.233.158.26 A 3.233.158.24 A 3.233.158.25 NS ns-1264.awsdns-30.org NS ns-128.awsdns-16.com NS ns-1907.awsdns-46.co.uk NS ns-560.awsdns-06.net
50,10.750533,192.168.1.10,192.168.1.1,TCP,54,"53164  >  53 [FIN, ACK] Seq=49 Ack=234 Win=65280 Len=0"
51,10.752973,192.168.1.1,192.168.1.10,TCP,54,"53  >  53164 [FIN, ACK] Seq=234 Ack=50 Win=29216 Len=0"
52,10.753029,192.168.1.10,192.168.1.1,TCP,54,53164  >  53 [ACK] Seq=50 Ack=235 Win=65280 Len=0
53,10.778324,192.168.1.10,192.168.1.1,TCP,54,"55783  >  53 [FIN, ACK] Seq=49 Ack=1 Win=65280 Len=0"
54,10.779122,192.168.1.10,3.233.158.26,TCP,66,59404  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
55,10.81258,192.168.1.1,192.168.1.10,TCP,54,53  >  55783 [ACK] Seq=1 Ack=50 Win=29216 Len=0
56,10.921931,192.168.1.10,3.233.158.26,TCP,66,61969  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
57,10.922218,34.200.60.52,192.168.1.10,TCP,54,443  >  60445 [ACK] Seq=1 Ack=2 Win=180 Len=0
58,10.94466,3.233.158.26,192.168.1.10,TCP,54,443  >  63888 [ACK] Seq=1 Ack=2 Win=81 Len=0
59,11.045619,3.233.158.26,192.168.1.10,TCP,66,"443  >  59404 [SYN, ACK] Seq=0 Ack=1 Win=32240 Len=0 MSS=1240 SACK_PERM WS=512"
60,11.045765,192.168.1.10,3.233.158.26,TCP,54,59404  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
61,11.047056,192.168.1.10,3.233.158.26,TCP,1294,59404  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1240 [TCP PDU reassembled in 62]
62,11.047056,192.168.1.10,3.233.158.26,TLSv1.3,839,Client Hello (SNI=browser-intake-datadoghq.com)
63,11.211747,3.233.158.26,192.168.1.10,TCP,66,"443  >  61969 [SYN, ACK] Seq=0 Ack=1 Win=31752 Len=0 MSS=1323 SACK_PERM WS=512"
64,11.211864,192.168.1.10,3.233.158.26,TCP,54,61969  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
65,11.213183,192.168.1.10,3.233.158.26,TCP,1377,61969  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1323 [TCP PDU reassembled in 66]
66,11.213183,192.168.1.10,3.233.158.26,TLSv1.3,820,Client Hello (SNI=browser-intake-datadoghq.com)
67,11.313796,3.233.158.26,192.168.1.10,TCP,54,443  >  59404 [ACK] Seq=1 Ack=1241 Win=34304 Len=0
68,11.313796,3.233.158.26,192.168.1.10,TCP,54,443  >  59404 [ACK] Seq=1 Ack=2026 Win=36864 Len=0
69,11.315227,3.233.158.26,192.168.1.10,TLSv1.3,2534,"Server Hello, Change Cipher Spec"
70,11.315227,3.233.158.26,192.168.1.10,TLSv1.3,1108,Application Data
71,11.315319,192.168.1.10,3.233.158.26,TCP,54,59404  >  443 [ACK] Seq=2026 Ack=3535 Win=65280 Len=0
72,11.316367,192.168.1.10,3.233.158.26,TLSv1.3,118,"Change Cipher Spec, Application Data"
73,11.316808,192.168.1.10,3.233.158.26,TLSv1.3,1003,Application Data
74,11.316987,192.168.1.10,3.233.158.26,TCP,1294,59404  >  443 [ACK] Seq=3039 Ack=3535 Win=65280 Len=1240 [TCP PDU reassembled in 77]
75,11.316987,192.168.1.10,3.233.158.26,TCP,1294,59404  >  443 [ACK] Seq=4279 Ack=3535 Win=65280 Len=1240 [TCP PDU reassembled in 77]
76,11.316987,192.168.1.10,3.233.158.26,TCP,1294,59404  >  443 [ACK] Seq=5519 Ack=3535 Win=65280 Len=1240 [TCP PDU reassembled in 77]
77,11.316987,192.168.1.10,3.233.158.26,TLSv1.3,95,Application Data[Illegal Segments]
78,11.430635,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
79,11.503837,3.233.158.26,192.168.1.10,TCP,54,443  >  61969 [ACK] Seq=1 Ack=2090 Win=34304 Len=0
80,11.504982,3.233.158.26,192.168.1.10,TLSv1.3,2700,"Server Hello, Change Cipher Spec"
81,11.504982,3.233.158.26,192.168.1.10,TLSv1.3,942,Application Data
82,11.505048,192.168.1.10,3.233.158.26,TCP,54,61969  >  443 [ACK] Seq=2090 Ack=3535 Win=65280 Len=0
83,11.50832,192.168.1.10,3.233.158.26,TLSv1.3,118,"Change Cipher Spec, Application Data"
84,11.532374,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
85,11.557328,104.18.39.21,192.168.1.10,TLSv1.2,78,Application Data
86,11.557983,192.168.1.10,104.18.39.21,TLSv1.2,82,Application Data
87,11.563871,104.18.39.21,192.168.1.10,TCP,54,443  >  64652 [ACK] Seq=25 Ack=29 Win=19 Len=0
88,11.574842,142.250.193.106,192.168.1.10,UDP,68,443  >  60001 Len=26
89,11.583166,3.233.158.26,192.168.1.10,TCP,54,443  >  59404 [ACK] Seq=3535 Ack=3039 Win=39424 Len=0
90,11.584422,3.233.158.26,192.168.1.10,TCP,66,443  >  59404 [ACK] Seq=3535 Ack=5519 Win=37888 Len=0 SLE=6759 SRE=6800
91,11.584422,3.233.158.26,192.168.1.10,TCP,54,443  >  59404 [ACK] Seq=3535 Ack=6800 Win=39936 Len=0
92,11.607529,3.233.158.26,192.168.1.10,TLSv1.3,1022,"Application Data, Application Data"
93,11.659264,192.168.1.10,3.233.158.26,TCP,54,59404  >  443 [ACK] Seq=6800 Ack=4503 Win=64512 Len=0
94,11.802922,192.168.1.10,35.170.34.27,TCP,55,62168  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1
95,11.839143,3.233.158.26,192.168.1.10,TCP,54,443  >  61969 [ACK] Seq=3535 Ack=2154 Win=34304 Len=0
96,12.107344,35.170.34.27,192.168.1.10,TCP,66,443  >  62168 [ACK] Seq=1 Ack=2 Win=280 Len=0 SLE=1 SRE=2
97,12.61674,192.168.1.10,104.26.10.240,TCP,54,"56607  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
98,12.641793,104.26.10.240,192.168.1.10,TCP,54,"443  >  56607 [FIN, ACK] Seq=1 Ack=2 Win=16 Len=0"
99,12.641879,192.168.1.10,104.26.10.240,TCP,54,56607  >  443 [ACK] Seq=2 Ack=2 Win=1024 Len=0
100,13.690119,192.168.1.10,172.217.24.67,QUIC,1292,"Initial, DCID=a2071fa96873d49c, PKN: 1, PING, CRYPTO, CRYPTO, CRYPTO, PING"
101,13.690219,192.168.1.10,172.217.24.67,QUIC,1292,"Initial, DCID=a2071fa96873d49c, PKN: 2, CRYPTO, CRYPTO, PING"
102,13.690447,192.168.1.10,172.217.24.67,QUIC,121,"0-RTT, DCID=a2071fa96873d49c"
103,13.690793,192.168.1.10,172.217.24.67,QUIC,731,"0-RTT, DCID=a2071fa96873d49c"
104,13.760094,172.217.24.67,192.168.1.10,QUIC,82,"Initial, SCID=e2071fa96873d49c, PKN: 1, ACK"
105,13.760964,172.217.24.67,192.168.1.10,QUIC,1292,"Initial, SCID=e2071fa96873d49c, PKN: 2, ACK, PADDING"
106,13.827688,172.217.24.67,192.168.1.10,QUIC,1292,"Initial, SCID=e2071fa96873d49c, PKN: 3, CRYPTO, PADDING"
107,13.827688,172.217.24.67,192.168.1.10,QUIC,342,Protected Payload (KP0)
108,13.828514,192.168.1.10,172.217.24.67,QUIC,120,"Handshake, DCID=e2071fa96873d49c"
109,13.828558,172.217.24.67,192.168.1.10,QUIC,986,Protected Payload (KP0)
110,13.828558,172.217.24.67,192.168.1.10,QUIC,67,Protected Payload (KP0)
111,13.828721,192.168.1.10,172.217.24.67,QUIC,73,"Protected Payload (KP0), DCID=e2071fa96873d49c"
112,13.834134,172.217.24.67,192.168.1.10,QUIC,64,Protected Payload (KP0)
113,13.872058,172.217.24.67,192.168.1.10,QUIC,162,Protected Payload (KP0)
114,13.872132,192.168.1.10,172.217.24.67,QUIC,74,"Protected Payload (KP0), DCID=e2071fa96873d49c"
115,13.9039,192.168.1.10,172.217.24.67,QUIC,74,"Protected Payload (KP0), DCID=e2071fa96873d49c"
116,13.903905,172.217.24.67,192.168.1.10,QUIC,570,Protected Payload (KP0)
117,13.903905,172.217.24.67,192.168.1.10,QUIC,64,Protected Payload (KP0)
118,13.904713,192.168.1.10,172.217.24.67,QUIC,77,"Protected Payload (KP0), DCID=e2071fa96873d49c"
119,13.946881,172.217.24.67,192.168.1.10,QUIC,67,Protected Payload (KP0)
120,13.946881,172.217.24.67,192.168.1.10,QUIC,65,Protected Payload (KP0)
121,15.889077,192.168.1.10,52.22.240.1,TCP,55,52347  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1
122,16.205605,52.22.240.1,192.168.1.10,TCP,66,443  >  52347 [ACK] Seq=1 Ack=2 Win=425 Len=0 SLE=1 SRE=2
123,17.539584,142.250.193.106,192.168.1.10,UDP,120,443  >  60001 Len=78
124,17.555172,192.168.1.10,142.250.193.106,UDP,75,60001  >  443 Len=33
125,17.745679,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
126,17.822146,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
127,17.984578,192.168.1.10,148.113.8.158,TCP,55,[TCP Keep-Alive] 56232  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1
128,18.006596,148.113.8.158,192.168.1.10,TCP,54,[TCP Keep-Alive] 443  >  56232 [ACK] Seq=0 Ack=2 Win=501 Len=0
129,18.006629,192.168.1.10,148.113.8.158,TCP,54,[TCP Keep-Alive ACK] 56232  >  443 [ACK] Seq=2 Ack=1 Win=254 Len=0
130,18.031049,148.113.8.158,192.168.1.10,TCP,66,[TCP Dup ACK 18#1] 443  >  56232 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2
131,18.032468,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
132,18.083801,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
133,18.285788,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
134,18.34129,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
135,18.554356,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
136,18.608602,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
137,18.811434,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
138,18.878221,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
139,19.093512,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
140,19.163706,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
141,19.570411,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
142,19.640972,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
143,20.451745,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
144,20.517059,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
145,20.778101,192.168.1.10,167.82.57.140,TCP,55,60832  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1
146,20.785962,167.82.57.140,192.168.1.10,TCP,66,443  >  60832 [ACK] Seq=1 Ack=2 Win=294 Len=0 SLE=1 SRE=2
147,21.240831,192.168.1.10,104.18.26.48,TCP,55,54008  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1
148,21.265905,104.18.26.48,192.168.1.10,TCP,66,443  >  54008 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2
149,22.133752,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
150,22.202391,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
151,22.550841,192.168.1.10,57.144.211.32,TLSv1.2,123,Application Data
152,22.573119,57.144.211.32,192.168.1.10,TCP,54,443  >  57397 [ACK] Seq=72 Ack=139 Win=822 Len=0
153,22.868061,57.144.211.32,192.168.1.10,TLSv1.2,125,Application Data
154,22.91578,192.168.1.10,57.144.211.32,TCP,54,57397  >  443 [ACK] Seq=139 Ack=143 Win=253 Len=0
155,24.189837,57.144.211.32,192.168.1.10,TLSv1.2,186,Application Data
156,24.193755,192.168.1.10,57.144.211.32,TLSv1.2,128,Application Data
157,24.19919,57.144.211.32,192.168.1.10,TCP,54,443  >  57397 [ACK] Seq=275 Ack=213 Win=822 Len=0
158,25.177168,192.168.1.10,104.18.32.47,TCP,55,55119  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1
159,25.196754,104.18.32.47,192.168.1.10,TCP,66,443  >  55119 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2
160,25.268273,192.168.1.10,172.64.155.209,TCP,55,61274  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1 [TCP PDU reassembled in 379]
161,25.273512,172.64.155.209,192.168.1.10,TCP,66,443  >  61274 [ACK] Seq=1 Ack=2 Win=92 Len=0 SLE=1 SRE=2
162,25.379358,192.168.1.10,104.18.27.48,TCP,55,51187  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1
163,25.384436,104.18.27.48,192.168.1.10,TCP,66,443  >  51187 [ACK] Seq=1 Ack=2 Win=77 Len=0 SLE=1 SRE=2
164,25.411387,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
165,25.463889,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
166,25.826038,192.168.1.1,192.168.1.10,TCP,55,"53  >  55783 [PSH, ACK] Seq=1 Ack=50 Win=29216 Len=1 [TCP PDU reassembled in 167]"
167,25.826038,192.168.1.1,192.168.1.10,DNS,185,Standard query response 0xf571 HTTPS browser-intake-datadoghq.com SOA ns-1907.awsdns-46.co.uk
168,25.826038,192.168.1.1,192.168.1.10,TCP,185,"[TCP Retransmission] 53  >  55783 [FIN, PSH, ACK] Seq=2 Ack=50 Win=29216 Len=131 [TCP PDU reassembled in 167]"
169,25.82616,192.168.1.10,192.168.1.1,TCP,54,"55783  >  53 [RST, ACK] Seq=50 Ack=2 Win=0 Len=0"
170,26.5434,192.168.1.10,175.41.145.126,TLSv1.2,133,Application Data
171,26.596864,175.41.145.126,192.168.1.10,TCP,54,443  >  51357 [ACK] Seq=1 Ack=159 Win=218 Len=0
172,28.018136,192.168.1.10,192.168.1.1,DNS,75,Standard query 0xaefb A windows.msn.com
173,28.040454,192.168.1.10,148.113.8.158,TCP,55,[TCP Keep-Alive] 56232  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1
174,28.040593,192.168.1.10,192.168.1.1,DNS,75,Standard query 0xaefb A windows.msn.com
175,28.050425,192.168.1.1,192.168.1.10,DNS,245,Standard query response 0xaefb A windows.msn.com CNAME win-msn-com-world-atm-default.trafficmanager.net CNAME windows.msn.com-ion.edgesuite.net CNAME a1672.dscr.akamai.net A 23.48.226.9 A 23.48.226.19
176,28.052174,192.168.1.10,23.48.226.9,TCP,66,61970  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
177,28.066036,23.48.226.9,192.168.1.10,TCP,66,"443  >  61970 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
178,28.066205,192.168.1.10,23.48.226.9,TCP,54,61970  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
179,28.07231,148.113.8.158,192.168.1.10,TCP,66,[TCP Keep-Alive ACK] 443  >  56232 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2
180,28.074382,192.168.1.10,23.48.226.9,TLSv1.3,838,Client Hello (SNI=windows.msn.com)
181,28.089327,23.48.226.9,192.168.1.10,TCP,54,443  >  61970 [ACK] Seq=1 Ack=785 Win=65792 Len=0
182,28.089327,23.48.226.9,192.168.1.10,TLSv1.3,318,"Server Hello, Change Cipher Spec, Application Data, Application Data"
183,28.089434,192.168.1.10,23.48.226.9,TCP,54,61970  >  443 [ACK] Seq=785 Ack=265 Win=261632 Len=0
184,28.107694,192.168.1.10,23.48.226.9,TLSv1.3,134,"Change Cipher Spec, Application Data"
185,28.108572,192.168.1.10,23.48.226.9,TLSv1.3,134,Application Data
186,28.109599,192.168.1.10,23.48.226.9,TLSv1.3,349,Application Data
187,28.123345,23.48.226.9,192.168.1.10,TCP,54,443  >  61970 [ACK] Seq=265 Ack=865 Win=65792 Len=0
188,28.123345,23.48.226.9,192.168.1.10,TCP,54,443  >  61970 [ACK] Seq=265 Ack=945 Win=65792 Len=0
189,28.123345,23.48.226.9,192.168.1.10,TLSv1.3,357,Application Data
190,28.123345,23.48.226.9,192.168.1.10,TLSv1.3,115,Application Data
191,28.123345,23.48.226.9,192.168.1.10,TLSv1.3,85,Application Data
192,28.123436,192.168.1.10,23.48.226.9,TCP,54,61970  >  443 [ACK] Seq=1240 Ack=660 Win=261376 Len=0
193,28.125705,192.168.1.10,23.48.226.9,TLSv1.3,85,Application Data
194,28.127933,23.48.226.9,192.168.1.10,TLSv1.3,678,Application Data
195,28.128035,192.168.1.10,23.48.226.9,TCP,54,61970  >  443 [ACK] Seq=1271 Ack=1284 Win=260608 Len=0
196,28.128571,23.48.226.9,192.168.1.10,TLSv1.3,85,Application Data
197,28.128665,192.168.1.10,23.48.226.9,TCP,54,61970  >  443 [ACK] Seq=1271 Ack=1315 Win=260608 Len=0
198,28.2073,23.48.226.9,192.168.1.10,TCP,54,443  >  61970 [ACK] Seq=1315 Ack=1271 Win=66048 Len=0
199,28.395485,192.168.1.7,239.255.255.250,IGMPv2,60,Membership Report group 239.255.255.250
200,28.898795,192.168.1.7,255.255.255.255,UDP,142,51230  >  7989 Len=100
201,28.946488,192.168.1.10,172.217.27.174,TCP,55,61109  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1
202,29.00405,172.217.27.174,192.168.1.10,TCP,66,443  >  61109 [ACK] Seq=1 Ack=2 Win=1041 Len=0 SLE=1 SRE=2
203,29.313104,57.144.211.32,192.168.1.10,TLSv1.2,280,Application Data
204,29.315428,192.168.1.10,57.144.211.32,TLSv1.2,128,Application Data
205,29.320579,57.144.211.32,192.168.1.10,TCP,54,443  >  57397 [ACK] Seq=501 Ack=287 Win=822 Len=0
206,29.935792,0.0.0.0,224.0.0.1,IGMPv2,46,"Membership Query, general"
207,29.935919,fe80::1,ff02::1,ICMPv6,86,Multicast Listener Query
208,30.919907,192.168.1.10,224.0.0.251,IGMPv2,46,Membership Report group 224.0.0.251
209,31.662787,104.18.39.21,192.168.1.10,TLSv1.2,78,Application Data
210,31.663218,192.168.1.10,104.18.39.21,TLSv1.2,82,Application Data
211,31.668884,104.18.39.21,192.168.1.10,TCP,54,443  >  64652 [ACK] Seq=49 Ack=57 Win=19 Len=0
212,31.867577,192.168.1.10,142.250.193.106,UDP,71,60001  >  443 Len=29
213,31.922639,142.250.193.106,192.168.1.10,UDP,67,443  >  60001 Len=25
214,32.913073,fe80::6f76:9fc1:92bf:d9a0,ff02::1:ffbf:d9a0,ICMPv6,86,Multicast Listener Report
215,32.913223,fe80::6f76:9fc1:92bf:d9a0,ff02::fb,ICMPv6,86,Multicast Listener Report
216,33.51815,20.190.145.141,192.168.1.10,TCP,54,"443  >  57137 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
217,33.915331,fe80::6f76:9fc1:92bf:d9a0,ff02::c,ICMPv6,86,Multicast Listener Report
218,34.073287,192.168.1.10,216.58.200.197,TCP,55,58646  >  443 [ACK] Seq=1 Ack=1 Win=4095 Len=1 [TCP PDU reassembled in 4650]
219,34.113285,216.58.200.197,192.168.1.10,TCP,66,443  >  58646 [ACK] Seq=1 Ack=2 Win=1845 Len=0 SLE=1 SRE=2
220,34.407145,192.168.1.10,224.0.0.252,IGMPv2,46,Membership Report group 224.0.0.252
221,34.407268,192.168.1.10,239.255.255.250,IGMPv2,46,Membership Report group 239.255.255.250
222,34.612827,192.168.1.10,192.168.1.1,NBNS,110,Refresh NB DESKTOP-AT8ECSU<00>
223,34.723632,192.168.1.10,151.101.1.229,TCP,55,53913  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1
224,34.746483,151.101.1.229,192.168.1.10,TCP,66,443  >  53913 [ACK] Seq=1 Ack=2 Win=294 Len=0 SLE=1 SRE=2
225,35.213742,192.168.1.10,167.82.57.140,TCP,55,51096  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1
226,35.21379,192.168.1.10,108.159.15.78,TCP,55,51350  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1
227,35.242022,108.159.15.78,192.168.1.10,TCP,66,443  >  51350 [ACK] Seq=1 Ack=2 Win=145 Len=0 SLE=1 SRE=2
228,35.242022,167.82.57.140,192.168.1.10,TCP,66,443  >  51096 [ACK] Seq=1 Ack=2 Win=300 Len=0 SLE=1 SRE=2
229,36.125701,192.168.1.10,192.168.1.1,NBNS,110,Refresh NB DESKTOP-AT8ECSU<00>
230,36.146373,57.144.211.32,192.168.1.10,TLSv1.2,186,Application Data
231,36.189681,192.168.1.10,57.144.211.32,TCP,54,57397  >  443 [ACK] Seq=287 Ack=633 Win=251 Len=0
232,36.362893,192.168.1.10,57.144.211.32,TLSv1.2,128,Application Data
233,36.386109,57.144.211.32,192.168.1.10,TCP,54,443  >  57397 [ACK] Seq=633 Ack=361 Win=822 Len=0
234,37.412925,fe80::6f76:9fc1:92bf:d9a0,ff02::1:3,ICMPv6,86,Multicast Listener Report
